ApplicantYears,AnnualEarnings,RequestedSum,TrustMetric,WorkDuration,ActiveAccounts,OfferRate,RepayPeriod,DebtFactor,OwnsProperty,FamilyObligation,JointApplicant,QualificationLevel_High School,QualificationLevel_Master's,QualificationLevel_PhD,WorkCategory_Part-time,WorkCategory_Self-employed,WorkCategory_Unemployed,RelationshipStatus_Married,RelationshipStatus_Single,FundUseCase_Business,FundUseCase_Education,FundUseCase_Home,FundUseCase_Other,RiskFlag
40,84994,165372,654,83,2,3.61,12,0.79,0,1,0,False,True,False,False,False,True,True,False,False,False,True,False,0
29,144121,31849,441,32,2,2.52,60,0.48,1,0,0,True,False,False,False,True,False,False,False,False,False,False,False,0
26,72734,92209,439,8,4,16.15,12,0.74,0,0,1,True,False,False,True,False,False,True,False,True,False,False,False,0
68,44902,25232,801,6,3,19.42,12,0.33,1,0,1,False,False,True,False,True,False,True,False,False,False,False,False,0
31,82798,144228,784,67,2,22.4,36,0.31,0,0,0,True,False,False,True,False,False,False,False,False,False,False,True,0
22,42024,147688,844,43,4,3.05,60,0.25,1,0,1,False,True,False,True,False,False,False,True,True,False,False,False,0
56,137100,212722,535,105,4,10.88,60,0.19,0,1,1,False,False,False,False,False,True,False,True,False,False,False,False,0
48,29253,226874,310,64,4,9.56,24,0.79,1,0,0,False,False,False,False,True,False,False,True,False,False,False,True,0
41,63480,138164,302,111,3,4.07,60,0.57,1,0,0,False,False,False,False,True,False,False,True,False,False,False,False,0
29,114317,239646,601,105,3,14.92,60,0.21,1,1,1,False,True,False,False,False,True,False,True,False,False,True,False,0
20,133216,16198,390,38,4,22.34,12,0.34,0,1,1,False,False,True,False,False,False,True,False,False,True,False,False,0
51,61290,173883,437,24,4,12.17,12,0.13,1,1,0,True,False,False,False,False,False,False,True,False,False,True,False,0
44,118314,78768,323,50,1,18.7,12,0.82,1,1,0,False,True,False,True,False,False,True,False,False,True,False,False,0
41,48878,127691,786,102,4,7.66,60,0.76,0,1,0,True,False,False,False,False,True,False,True,False,True,False,False,0
35,38900,101340,627,60,1,24.64,12,0.63,1,1,1,False,False,True,True,False,False,False,True,False,False,False,False,0
39,144767,81645,350,0,2,24.32,36,0.22,0,1,1,True,False,False,False,True,False,False,True,False,False,False,True,0
64,44418,230129,769,87,3,23.41,12,0.39,0,1,1,False,False,True,False,False,False,False,True,False,False,True,False,0
59,59480,80226,372,104,4,20.81,48,0.7,0,0,1,True,False,False,False,True,False,False,False,True,False,False,False,0
53,110999,63821,325,44,2,3.44,12,0.89,1,1,0,False,True,False,False,False,False,False,True,False,False,True,False,0
66,18651,79731,346,73,3,12.38,48,0.56,0,0,0,False,False,True,False,False,True,False,True,False,True,False,False,0
46,81794,93003,805,23,4,21.59,36,0.13,0,0,1,False,True,False,False,False,True,False,False,False,True,False,False,0
37,32678,227557,603,118,1,16.57,48,0.3,0,0,0,False,True,False,False,True,False,False,True,True,False,False,False,0
49,92982,104313,477,60,1,20.45,60,0.28,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,0
55,71104,114370,580,49,1,17.94,24,0.68,1,0,0,True,False,False,False,False,True,True,False,True,False,False,False,0
29,128908,25260,344,27,2,7.24,60,0.43,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,0
28,129255,145472,689,113,4,6.8,24,0.47,1,0,0,False,False,False,False,True,False,False,True,False,True,False,False,0
65,89865,49834,684,42,1,15.85,60,0.7,0,1,0,True,False,False,True,False,False,False,False,False,False,False,True,0
54,43072,210611,627,54,2,3.51,36,0.36,0,1,1,False,False,True,False,False,True,False,False,False,False,False,False,0
31,135783,65565,588,92,2,24.97,60,0.46,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,0
38,52282,108671,609,29,1,9.62,36,0.4,0,1,1,False,False,True,False,False,False,False,False,False,False,False,True,0
59,74938,95676,574,3,4,3.2,12,0.76,0,1,1,True,False,False,False,False,False,True,False,True,False,False,False,0
19,43310,17078,418,30,2,15.13,60,0.35,1,1,0,True,False,False,False,False,False,False,True,False,False,False,True,0
59,65721,97766,342,95,2,23.05,36,0.45,0,1,1,False,True,False,False,True,False,True,False,False,False,False,True,0
55,77089,203552,791,24,2,4.04,60,0.2,1,0,0,True,False,False,False,False,False,True,False,False,True,False,False,0
40,116446,152342,417,115,3,17.84,24,0.28,0,0,0,False,False,True,False,False,True,False,False,True,False,False,False,0
32,59234,118297,584,111,2,14.06,24,0.77,1,0,1,False,True,False,True,False,False,True,False,True,False,False,False,0
63,108569,245763,409,66,2,15.27,12,0.21,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,0
58,47080,55794,591,98,4,16.44,60,0.69,1,1,1,False,False,True,False,True,False,False,False,True,False,False,False,0
66,96636,174624,599,99,4,24.44,48,0.68,1,1,1,True,False,False,False,False,True,True,False,False,False,True,False,0
26,88323,14505,405,83,3,3.49,36,0.67,0,0,0,False,True,False,True,False,False,False,False,False,False,False,True,0
18,48827,74900,313,80,1,3.87,60,0.13,1,0,0,False,False,True,True,False,False,False,True,False,False,False,False,0
38,119385,84423,520,45,3,15.46,12,0.78,0,1,0,False,False,True,True,False,False,False,False,False,True,False,False,0
55,148687,169690,762,32,4,2.13,12,0.88,0,1,0,True,False,False,False,True,False,False,True,False,False,False,False,0
44,18727,230806,804,45,4,2.67,12,0.83,1,1,0,False,False,False,False,True,False,False,True,False,True,False,False,0
33,133825,177583,793,17,2,18.18,48,0.47,0,0,1,False,False,False,False,False,False,True,False,False,False,False,True,0
61,138038,98204,362,52,4,16.13,36,0.72,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,0
69,58435,70716,543,105,1,3.19,24,0.86,0,0,1,True,False,False,True,False,False,False,False,False,False,True,False,0
20,104519,193871,311,46,1,10.34,36,0.55,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,0
52,108945,152454,722,80,2,18.13,12,0.61,1,0,0,False,False,False,False,False,True,False,True,False,False,False,False,0
53,73761,223883,680,40,4,3.52,60,0.29,1,0,1,False,False,False,True,False,False,True,False,False,False,True,False,0
38,142111,33887,616,118,1,24.83,36,0.56,1,1,0,False,False,False,False,False,False,True,False,False,True,False,False,0
67,92056,151916,602,31,2,9.14,36,0.37,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,0
68,17641,47762,307,78,2,15.03,24,0.36,0,0,1,False,True,False,False,False,False,False,False,False,False,False,True,0
19,138383,126064,721,82,1,15.58,60,0.9,0,1,0,False,False,False,True,False,False,True,False,False,False,True,False,0
23,73910,64383,434,26,3,24.47,48,0.55,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,0
39,134942,246324,796,103,3,11.42,48,0.8,0,0,1,True,False,False,False,False,True,True,False,False,False,False,False,0
40,112269,28643,422,107,3,17.41,60,0.53,0,0,1,False,False,False,True,False,False,True,False,False,False,False,True,0
44,121794,186064,659,67,3,24.84,48,0.3,0,0,1,True,False,False,False,False,True,False,True,True,False,False,False,0
30,75362,127396,611,113,2,21.24,60,0.28,1,1,1,True,False,False,True,False,False,False,False,True,False,False,False,0
41,111446,129582,363,88,2,10.77,60,0.51,0,0,1,True,False,False,False,False,False,False,True,False,True,False,False,0
29,40987,144762,601,73,1,15.27,24,0.85,0,0,1,True,False,False,True,False,False,True,False,False,True,False,False,0
26,75117,94186,490,14,2,15.64,12,0.3,1,1,0,False,False,True,False,True,False,False,False,False,False,True,False,0
46,133818,195423,310,59,2,14.05,12,0.82,1,0,0,False,False,True,False,False,True,False,False,False,False,False,True,0
35,141294,182209,811,57,1,9.04,36,0.77,0,1,0,True,False,False,False,False,True,False,True,True,False,False,False,0
68,57205,79048,844,23,1,24.76,36,0.34,0,1,1,False,False,False,False,True,False,False,True,True,False,False,False,0
32,129969,248778,595,27,2,3.42,60,0.47,0,1,1,True,False,False,False,False,True,False,False,False,False,False,False,0
50,27068,101858,414,91,1,23.79,48,0.54,1,1,1,False,True,False,False,False,True,False,False,False,False,False,False,0
19,25942,17212,738,85,2,6.4,24,0.23,1,1,0,False,True,False,False,True,False,False,True,True,False,False,False,0
38,46850,217182,546,28,4,23.45,60,0.66,1,0,0,False,False,False,False,True,False,False,False,True,False,False,False,0
35,133227,162508,466,3,3,9.51,12,0.51,1,1,1,False,False,True,True,False,False,False,False,False,False,True,False,0
28,86235,146132,476,23,4,14.03,36,0.74,0,1,0,False,False,False,False,False,True,True,False,False,False,True,False,0
55,32853,87615,746,77,3,9.94,36,0.85,1,0,1,False,True,False,False,False,True,False,False,False,False,True,False,0
30,138056,198730,661,37,3,4.11,60,0.34,1,1,0,True,False,False,False,True,False,False,True,False,False,True,False,0
27,111284,28649,773,113,3,7.62,48,0.83,0,1,1,True,False,False,False,False,True,False,True,True,False,False,False,0
47,106834,119957,680,50,4,2.68,12,0.62,1,1,0,False,False,False,True,False,False,False,True,False,False,False,False,0
30,75091,159312,556,87,1,11.88,60,0.79,1,1,0,False,False,False,True,False,False,False,False,False,False,True,False,0
44,42736,6790,701,46,4,6.86,36,0.78,1,1,1,False,False,True,False,True,False,True,False,False,True,False,False,0
37,18919,129302,711,50,1,2.07,60,0.31,1,1,1,False,True,False,True,False,False,False,True,False,False,False,False,0
31,112447,140198,484,112,3,19.18,12,0.43,1,1,0,False,True,False,True,False,False,True,False,False,False,True,False,0
34,90464,32940,357,18,2,9.11,36,0.35,1,0,1,False,False,False,False,True,False,False,True,False,False,False,True,0
58,90569,132491,706,111,3,19.27,36,0.41,1,1,0,False,True,False,False,False,True,False,True,False,False,False,False,0
66,63911,197181,512,7,1,14.0,24,0.23,0,1,0,True,False,False,False,False,True,False,False,False,False,False,True,0
40,69842,190275,675,95,1,2.1,24,0.54,1,1,1,True,False,False,False,True,False,False,True,False,False,False,True,0
25,142691,87675,812,36,3,23.71,12,0.41,0,1,0,False,False,False,False,True,False,True,False,False,False,False,False,0
19,28300,165715,682,112,4,21.33,12,0.72,1,1,1,False,False,False,False,False,True,False,False,False,False,False,False,0
69,18298,177658,478,4,4,13.92,36,0.88,1,0,0,True,False,False,False,False,True,False,True,False,True,False,False,0
36,119734,160040,441,109,4,4.04,48,0.16,1,0,0,False,False,True,False,False,False,True,False,False,True,False,False,0
22,87742,95518,340,12,4,9.86,12,0.28,1,1,0,True,False,False,False,False,False,False,True,False,False,False,True,0
29,34331,173088,610,8,1,16.15,12,0.51,0,0,0,False,False,False,False,False,True,True,False,False,True,False,False,0
68,132570,228623,406,87,3,5.99,36,0.78,1,1,0,True,False,False,False,True,False,True,False,True,False,False,False,0
53,104630,191059,805,11,2,8.36,60,0.79,1,0,0,False,False,False,False,False,False,True,False,False,False,False,True,0
26,77627,6420,686,54,1,16.8,36,0.57,0,0,1,False,False,False,False,True,False,False,False,False,False,False,True,0
50,55265,81644,821,73,2,7.35,36,0.35,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,0
46,46503,114831,546,118,4,16.47,36,0.52,1,1,1,False,False,True,False,False,False,False,False,True,False,False,False,0
64,25636,118890,480,55,4,12.6,60,0.27,1,1,1,False,True,False,True,False,False,True,False,False,True,False,False,0
45,97987,157052,660,51,4,2.15,12,0.7,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,0
68,107392,52772,421,77,4,13.7,24,0.8,1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,0
59,139161,115988,550,32,4,10.2,36,0.54,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,0
37,117427,111720,516,68,3,3.1,24,0.74,1,0,1,False,True,False,False,True,False,False,True,False,False,True,False,0
47,76149,85411,472,85,4,13.38,60,0.35,1,1,1,False,True,False,False,False,True,False,False,True,False,False,False,0
30,65497,88594,409,103,2,18.78,48,0.24,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,0
26,60791,60324,739,117,3,3.61,48,0.55,0,1,0,False,True,False,False,False,False,True,False,True,False,False,False,0
33,99483,224690,510,0,4,10.35,12,0.58,1,1,0,False,False,True,False,False,True,False,False,False,False,True,False,0
38,106493,7224,559,111,2,10.22,24,0.76,1,0,1,False,False,True,False,True,False,True,False,False,False,False,False,0
53,60516,249973,464,14,2,7.62,24,0.78,0,1,1,False,True,False,False,False,False,False,False,False,False,False,True,0
39,50378,175061,539,99,4,23.9,48,0.32,0,0,1,False,True,False,True,False,False,False,False,False,True,False,False,0
59,60294,114337,329,113,3,16.49,24,0.1,1,1,0,False,False,False,False,False,False,False,True,False,False,False,True,0
65,119331,164631,379,37,4,23.86,12,0.23,0,1,1,True,False,False,False,True,False,False,True,False,False,False,False,0
48,26532,173357,392,57,3,20.3,36,0.5,1,0,1,True,False,False,False,False,True,False,False,False,False,False,False,0
40,126194,162878,768,115,3,16.35,24,0.57,1,1,0,False,False,False,False,False,True,False,True,False,False,True,False,0
37,124573,159802,434,86,2,24.54,24,0.7,0,1,1,False,False,False,False,False,False,False,False,False,True,False,False,0
56,139922,13367,547,65,3,13.23,48,0.21,1,1,0,False,True,False,False,True,False,False,False,False,False,False,True,0
32,34742,88412,384,36,2,8.58,24,0.81,1,1,1,True,False,False,True,False,False,False,True,False,True,False,False,0
51,37987,114588,339,83,2,9.65,36,0.76,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,0
24,49179,169005,755,67,3,3.05,48,0.4,1,0,0,False,False,True,False,False,True,True,False,False,False,False,False,0
64,26069,203291,702,74,4,11.75,60,0.16,0,1,0,False,False,True,True,False,False,True,False,False,False,False,True,0
21,115828,122359,322,24,3,10.52,48,0.69,1,0,1,False,False,True,False,False,False,True,False,False,False,False,True,0
36,64172,97176,767,6,4,11.95,60,0.58,1,1,0,False,False,True,False,True,False,False,True,False,False,False,False,0
64,97818,109334,539,59,4,7.79,24,0.42,0,1,0,False,False,False,False,False,False,False,True,True,False,False,False,0
37,23109,201922,601,98,4,7.67,48,0.3,1,1,1,True,False,False,True,False,False,False,True,False,False,False,False,0
50,92966,155206,704,45,3,5.23,60,0.9,1,1,0,True,False,False,False,False,True,False,False,False,False,True,False,0
39,16072,93924,467,114,1,5.6,48,0.12,0,1,0,True,False,False,False,False,True,True,False,False,False,True,False,0
28,143048,120165,540,117,4,7.16,60,0.74,0,1,1,True,False,False,True,False,False,True,False,False,False,False,False,0
30,99326,202023,398,12,2,4.42,48,0.63,1,1,1,False,False,False,False,False,True,False,False,False,False,False,True,0
32,53472,198438,713,27,1,2.05,48,0.47,0,0,0,False,False,False,True,False,False,True,False,True,False,False,False,0
23,54940,47119,849,99,2,17.69,12,0.66,0,0,0,False,True,False,True,False,False,False,False,False,False,True,False,0
56,33398,214762,546,32,2,14.26,24,0.73,1,1,1,True,False,False,False,False,False,False,True,False,True,False,False,0
26,142572,28942,476,104,3,19.54,12,0.6,0,0,1,False,False,True,False,False,True,True,False,False,False,False,True,0
33,71486,23629,651,68,2,2.55,48,0.56,0,1,1,False,False,True,False,True,False,True,False,False,False,True,False,0
62,126570,182125,837,8,1,21.9,48,0.9,1,1,1,False,False,True,False,True,False,True,False,False,False,True,False,0
69,120358,145239,342,73,2,3.0,12,0.4,1,1,1,False,True,False,True,False,False,False,True,False,False,False,True,0
55,86004,60648,641,60,4,21.11,60,0.36,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,0
47,85144,219839,670,104,1,13.39,12,0.45,1,0,0,False,False,False,False,True,False,True,False,False,False,True,False,0
22,144253,30782,830,35,3,22.32,60,0.44,0,0,1,False,False,False,False,False,True,False,True,True,False,False,False,0
25,87809,129193,407,97,2,7.78,60,0.29,0,1,1,False,False,False,False,False,True,False,True,False,False,False,False,0
22,136135,239660,444,27,2,23.92,36,0.14,1,1,0,True,False,False,False,True,False,True,False,False,False,False,True,0
47,91301,145558,423,3,4,16.48,24,0.14,0,0,0,False,False,True,False,True,False,True,False,False,True,False,False,0
48,120177,34689,752,61,2,23.07,60,0.12,0,1,0,False,False,True,False,False,True,False,False,False,True,False,False,0
26,139813,245738,540,91,4,7.89,48,0.69,0,1,1,False,False,False,False,False,True,True,False,True,False,False,False,0
21,69410,221964,734,45,1,16.17,60,0.21,0,1,1,False,True,False,False,False,True,False,True,True,False,False,False,0
46,141175,9176,456,61,2,23.42,36,0.45,1,1,1,True,False,False,False,False,False,False,True,False,False,False,False,0
23,128354,163682,849,54,4,17.47,24,0.53,1,0,0,True,False,False,False,True,False,False,False,True,False,False,False,0
64,80240,34249,452,106,4,20.33,60,0.66,1,1,0,True,False,False,False,True,False,False,False,False,False,False,True,0
66,78464,174965,779,61,4,22.57,48,0.51,1,1,1,False,False,False,False,False,True,False,True,False,False,False,True,0
25,96348,243721,668,67,4,6.09,60,0.43,0,0,1,True,False,False,True,False,False,False,False,True,False,False,False,0
31,23251,8794,803,72,2,8.99,24,0.33,0,0,1,False,False,True,True,False,False,True,False,False,False,False,True,0
32,125545,59986,757,46,3,3.31,60,0.77,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,0
47,77904,51553,532,82,4,3.83,48,0.36,1,1,1,True,False,False,False,True,False,False,True,False,False,True,False,0
64,147055,244562,530,59,3,15.06,12,0.69,1,0,0,False,False,False,False,True,False,True,False,False,True,False,False,0
38,31884,123359,516,86,2,15.42,24,0.78,0,0,1,False,False,True,False,True,False,False,False,False,False,False,False,0
66,46654,239901,348,78,1,16.43,36,0.56,1,0,1,False,False,True,False,True,False,True,False,False,False,True,False,0
32,26959,164910,777,30,4,5.64,60,0.14,1,0,1,True,False,False,False,True,False,False,False,False,False,False,False,0
57,122381,71652,420,94,1,20.94,48,0.44,1,0,1,False,True,False,False,True,False,False,True,False,False,True,False,0
62,20211,90300,708,73,3,24.79,12,0.3,1,0,0,False,True,False,False,False,False,True,False,False,False,True,False,0
53,46525,217159,640,22,4,13.47,36,0.22,0,0,1,False,False,True,True,False,False,False,False,False,True,False,False,0
53,25234,243494,417,105,2,5.55,24,0.87,0,1,0,False,True,False,False,False,False,False,True,True,False,False,False,0
49,37329,17690,480,100,1,8.96,60,0.42,1,1,1,False,False,True,True,False,False,False,True,True,False,False,False,0
63,120955,116865,579,112,1,18.95,24,0.73,1,1,0,True,False,False,False,True,False,True,False,False,False,False,False,0
18,48246,131920,512,61,1,7.02,12,0.19,1,1,1,False,True,False,False,True,False,True,False,False,False,False,False,0
62,89810,92687,689,34,1,15.53,12,0.71,0,1,1,False,False,False,False,False,False,True,False,False,False,True,False,0
61,20647,47977,357,3,3,15.27,24,0.44,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,0
53,97888,50587,378,91,3,5.14,36,0.23,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,0
56,142615,74488,497,41,2,11.93,48,0.66,0,0,1,False,False,True,True,False,False,False,True,False,False,False,False,0
52,147085,240018,327,96,1,20.1,60,0.3,0,0,0,True,False,False,True,False,False,False,True,False,False,False,False,0
54,85211,116840,738,115,4,11.96,24,0.66,1,0,0,False,True,False,True,False,False,True,False,False,False,True,False,0
62,103593,68592,710,82,2,6.22,36,0.75,0,0,1,False,True,False,False,False,True,False,False,False,False,False,False,0
21,47922,147540,506,33,1,11.25,12,0.62,0,1,0,False,True,False,True,False,False,False,False,True,False,False,False,0
23,46842,53396,313,82,2,14.61,24,0.23,1,1,1,False,False,True,False,False,True,True,False,False,True,False,False,0
36,104815,140179,742,58,4,10.11,36,0.6,0,0,1,False,True,False,False,False,True,False,True,False,True,False,False,0
48,88744,76034,390,33,1,23.59,36,0.56,0,0,1,False,True,False,True,False,False,False,False,True,False,False,False,0
56,139875,162717,734,30,4,10.25,24,0.56,0,1,1,False,True,False,False,True,False,False,True,False,False,False,False,0
34,22472,164235,474,81,2,19.61,60,0.71,1,1,0,True,False,False,False,False,True,True,False,False,False,False,True,0
56,98633,110087,351,49,3,4.16,48,0.22,1,0,1,False,False,False,False,True,False,False,False,False,False,True,False,0
31,84354,177372,402,25,3,8.83,60,0.56,0,1,1,False,False,False,False,False,True,False,False,False,False,True,False,0
40,113908,110691,785,67,1,17.97,36,0.76,1,0,1,False,False,False,False,True,False,True,False,False,True,False,False,0
35,72397,53270,467,21,1,8.01,36,0.15,0,1,0,False,False,True,True,False,False,True,False,False,False,False,True,0
42,107845,85112,481,17,3,10.75,48,0.57,1,1,0,False,True,False,True,False,False,False,True,True,False,False,False,0
46,135461,205720,481,91,1,17.31,24,0.12,1,1,1,True,False,False,True,False,False,False,False,False,False,False,False,0
36,149617,91800,726,34,4,7.14,60,0.86,1,0,1,False,False,True,False,True,False,True,False,True,False,False,False,0
43,56305,202352,633,50,4,21.98,48,0.69,1,1,0,False,False,True,False,False,False,False,True,False,False,False,False,0
56,36646,158304,408,104,2,9.98,24,0.89,1,0,0,False,False,True,False,False,False,True,False,False,False,True,False,0
50,69293,153996,363,4,4,16.19,48,0.3,0,0,1,False,True,False,True,False,False,True,False,False,False,False,True,0
58,134160,219487,678,38,1,22.61,36,0.84,1,1,1,False,True,False,False,False,False,False,False,True,False,False,False,0
22,143583,198279,505,39,4,16.37,60,0.19,0,0,0,False,False,False,False,False,True,False,False,False,False,True,False,0
69,147319,194256,388,89,2,8.21,24,0.13,1,1,1,False,False,False,False,True,False,True,False,False,True,False,False,0
65,123626,155679,756,78,2,14.23,24,0.34,0,0,1,False,True,False,False,False,True,False,True,False,False,False,False,0
58,93007,8198,688,29,3,5.49,12,0.89,0,1,1,True,False,False,False,False,False,False,False,False,False,False,False,0
48,106542,74836,708,104,1,8.17,24,0.85,0,0,1,False,False,False,False,False,True,False,True,True,False,False,False,0
40,102702,24752,616,116,2,11.27,48,0.46,0,0,0,True,False,False,False,True,False,False,False,False,False,True,False,0
69,95560,98479,735,22,1,12.55,24,0.71,1,1,0,False,False,False,False,False,True,False,False,False,True,False,False,0
65,25559,68635,680,57,4,23.95,12,0.78,1,0,1,True,False,False,True,False,False,False,True,False,False,False,True,0
64,28336,54141,328,47,3,18.8,12,0.58,0,1,0,True,False,False,False,True,False,True,False,False,False,True,False,0
60,114816,21009,315,81,2,24.58,12,0.22,1,1,0,False,False,False,False,False,False,True,False,False,False,False,False,0
22,29994,106192,495,1,2,10.12,36,0.48,0,1,1,False,False,False,True,False,False,False,True,False,False,True,False,0
64,74832,117177,417,98,4,9.63,24,0.89,1,0,1,False,False,False,False,True,False,True,False,False,True,False,False,0
42,67010,155378,414,53,2,4.35,48,0.35,0,0,0,True,False,False,False,True,False,True,False,False,True,False,False,0
47,136066,12499,690,7,1,16.02,24,0.81,1,1,1,False,False,True,False,False,True,False,True,False,True,False,False,0
38,119028,85993,344,16,3,22.74,24,0.8,1,1,0,False,True,False,False,False,False,True,False,False,False,False,True,0
65,122132,151742,741,54,4,5.52,24,0.25,0,1,1,False,False,True,False,True,False,False,True,True,False,False,False,0
35,67267,181530,786,68,4,8.11,12,0.24,1,1,0,False,False,True,False,False,True,True,False,False,False,False,True,0
26,99813,102055,327,85,3,5.61,60,0.58,1,1,0,True,False,False,True,False,False,False,False,False,False,False,True,0
44,62833,65826,472,108,1,4.61,48,0.75,0,0,0,False,False,False,False,True,False,False,True,False,False,False,True,0
30,70551,142695,706,99,3,4.35,24,0.77,0,1,0,False,False,False,True,False,False,False,True,True,False,False,False,0
35,63654,93841,748,31,1,6.86,12,0.27,0,1,1,False,False,True,False,False,False,True,False,False,False,False,False,0
27,88142,100299,332,59,1,12.06,60,0.18,1,0,1,True,False,False,False,False,False,False,False,False,False,True,False,0
53,107406,166885,654,83,3,22.57,12,0.77,1,0,1,True,False,False,False,False,False,False,True,False,True,False,False,0
35,103490,64451,353,117,1,16.2,48,0.81,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,0
65,127408,161442,592,118,4,11.53,36,0.35,1,0,0,False,True,False,False,True,False,False,False,False,False,False,False,0
48,23379,112845,631,105,1,13.24,48,0.11,0,0,1,False,True,False,False,False,False,False,True,True,False,False,False,0
66,148163,15733,769,88,4,21.29,36,0.19,0,0,1,False,False,False,False,False,False,True,False,True,False,False,False,0
36,137128,246376,566,41,4,3.75,60,0.73,1,1,1,False,True,False,False,False,False,False,True,False,False,False,False,0
56,143810,207181,693,36,3,22.0,48,0.81,1,0,1,False,True,False,True,False,False,False,False,False,False,False,True,0
18,135146,30237,466,118,3,9.13,12,0.33,0,1,1,False,False,True,False,False,True,False,False,False,True,False,False,0
58,23030,14717,338,78,4,13.96,12,0.22,0,1,0,False,True,False,False,True,False,False,False,False,False,False,True,0
67,112022,75924,478,92,4,13.45,24,0.74,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,0
40,73395,205146,500,34,1,15.64,60,0.41,1,1,1,True,False,False,False,False,True,False,True,False,False,True,False,0
55,116806,7113,782,61,1,17.9,36,0.64,1,0,0,False,False,False,False,False,True,False,False,False,False,False,True,0
50,89765,238312,556,99,1,16.13,48,0.75,0,1,1,True,False,False,False,True,False,False,False,True,False,False,False,0
32,72457,231600,692,64,4,22.91,12,0.11,1,0,1,False,True,False,False,True,False,False,False,False,True,False,False,0
69,42732,20560,528,74,1,6.21,12,0.25,1,1,1,False,True,False,False,False,False,True,False,False,False,False,False,0
41,56924,132964,696,10,1,16.96,36,0.26,1,0,1,True,False,False,True,False,False,True,False,False,False,True,False,0
65,67097,150542,489,0,1,10.32,48,0.69,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,0
69,19444,164629,314,90,4,3.36,36,0.15,1,1,1,False,False,False,True,False,False,True,False,False,False,False,True,0
29,85409,34832,728,76,2,15.5,36,0.56,0,1,0,True,False,False,False,True,False,False,False,False,False,False,False,0
19,16196,67204,772,91,3,23.65,36,0.68,1,1,1,True,False,False,True,False,False,False,True,False,False,True,False,0
29,79726,148649,504,82,3,6.46,36,0.82,1,0,0,False,False,True,True,False,False,True,False,False,False,False,False,0
27,139827,213416,377,85,4,18.04,12,0.52,1,1,0,False,True,False,False,False,False,False,True,False,False,False,True,0
35,126679,72381,532,63,1,8.44,36,0.17,1,1,0,False,False,False,False,True,False,True,False,False,True,False,False,0
46,74453,243148,323,7,4,20.04,36,0.53,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,0
67,15898,194552,308,12,3,21.74,12,0.75,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,0
59,121531,110535,601,69,2,19.43,60,0.46,1,0,1,False,False,False,False,False,True,True,False,True,False,False,False,0
32,135306,72857,574,102,4,3.25,36,0.2,0,1,0,False,False,False,False,False,False,True,False,False,False,False,True,0
63,51016,141491,487,65,4,13.72,60,0.43,0,0,1,True,False,False,False,False,True,False,True,False,False,False,True,0
59,77842,32546,360,49,2,6.13,60,0.12,1,1,0,False,True,False,False,False,False,True,False,False,False,True,False,0
29,23344,131335,840,97,4,4.58,36,0.21,1,0,0,False,False,True,False,False,False,True,False,False,False,False,True,0
52,18989,241828,494,65,2,19.69,36,0.68,1,1,0,True,False,False,True,False,False,False,True,False,False,False,True,0
60,99898,184738,595,86,1,2.5,12,0.58,1,1,1,True,False,False,False,False,True,False,False,True,False,False,False,0
67,85995,15044,817,75,3,6.87,60,0.14,0,0,1,False,True,False,False,False,True,True,False,False,False,False,False,0
21,127403,135148,363,105,4,21.75,36,0.21,1,0,0,False,True,False,False,False,True,False,True,False,False,True,False,0
53,100265,159891,639,54,1,7.94,12,0.45,1,1,1,False,True,False,False,False,True,True,False,False,False,False,False,0
61,141386,67157,632,14,3,13.08,12,0.51,1,1,1,True,False,False,False,False,False,True,False,False,False,False,True,0
40,101504,249275,490,118,4,16.03,48,0.88,0,1,0,False,True,False,False,False,True,False,True,False,False,False,False,0
56,113970,147121,496,38,3,19.81,60,0.64,0,0,0,False,False,False,True,False,False,False,False,False,True,False,False,0
43,46522,58267,810,38,2,20.45,48,0.56,1,1,0,False,False,True,False,False,False,True,False,True,False,False,False,0
54,81961,38720,540,118,1,18.92,48,0.16,1,0,0,False,False,False,True,False,False,True,False,False,False,False,True,0
